PartID,Cohort,Timepoint,Hopping_Foot_1,Hopping_Arm_1,Hopping_Leg_1,Hopping_Foot_2,Hopping_Arm_2,Hopping_Leg_2,Hopping_Foot_3,Hopping_Arm_3,Hopping_Leg_3,Hopping_Foot_4,Hopping_Arm_4,Hopping_Leg_4,Kick_Approach_1,Kick_Support Loc_1,Kick_Knee Action_1,Kick_Trunk Action_1,Kick_Arm Action_1,Kick_Follow Through_1,Kick_Approach_2,Kick_Support Loc_2,Kick_Knee Action_2,Kick_Trunk Action_2,Kick_Arm Action_2,Kick_Follow Through_2,Kick_Approach_3,Kick_Support Loc_3,Kick_Knee Action_3,Kick_Trunk Action_3,Kick_Arm Action_3,Kick_Follow Through_3,Kick_Approach_4,Kick_Support Loc_4,Kick_Knee Action_4,Kick_Trunk Action_4,Kick_Arm Action_4,Kick_Follow Through_4,Kick_Approach_5,Kick_Support Loc_5,Kick_Knee Action_5,Kick_Trunk Action_5,Kick_Arm Action_5,Kick_Follow Through_5,Jump_TO_Arm_1,Jump_TO_Leg_1,Jump_LND_Shank_1,Jump_LND_Foot_1,Jump_LND_Arm_1,Jump_TO_Arm_2,Jump_TO_Leg_2,Jump_LND_Shank_2,Jump_LND_Foot_2,Jump_LND_Arm_2,Jump_TO_Arm_3,Jump_TO_Leg_3,Jump_LND_Shank_3,Jump_LND_Foot_3,Jump_LND_Arm_3,Jump_TO_Arm_4,Jump_TO_Leg_4,Jump_LND_Shank_4,Jump_LND_Foot_4,Jump_LND_Arm_4,Jump_TO_Arm_5,Jump_TO_Leg_5,Jump_LND_Shank_5,Jump_LND_Foot_5,Jump_LND_Arm_5,Throw_Step_1,Throw_Trunk_1,Throw_Humerus_1,Throw_Forearm_1,Throw_Step_2,Throw_Trunk_2,Throw_Humerus_2,Throw_Forearm_2,Throw_Step_3,Throw_Trunk_3,Throw_Humerus_3,Throw_Forearm_3,Throw_Step_4,Throw_Trunk_4,Throw_Humerus_4,Throw_Forearm_4,Throw_Step_5,Throw_Trunk_5,Throw_Humerus_5,Throw_Forearm_5
280,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,C2,T1,L,2,3,L,2,2,R,1,1,R,2,2,2,3,2,1,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,1,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2
281,C2,T2,R,2,3,R,1,2,L,1,2,L,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,1,3,4,2,3,3,3,4,2,3,4,3,4,2,3,3,3,4,2,1,3,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2
281,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2
281,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,C2,T1,R,1,2,R,1,2,L,1,1,R,1,2,2,2,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
282,C2,T2,L,1,2,R,1,3,L,1,2,R,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,x,x,,,,1,1,1,1,1,1,1,2,3,1,2,3,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,C2,T2,,,,,,,,,,,,,2,3,2,1,2,3,2,3,2,1,2,3,2,2,3,1,2,2,2,3,2,1,2,3,1,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,C2,T1,R,1,1,R,1,1,L,1,2,,,,2,3,2,1,2,2,2,3,2,1,1,2,2,3,2,1,2,2,2,3,2,1,2,1,2,3,2,1,2,2,1,3,1,2,1,2,4,1,2,3,1,4,2,2,3,3,3,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1
283,C2,T2,L,5,4,L,2,3,R,1,3,R,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,1,3,4,2,3,2,3,4,2,3,2,1,4,2,3,1,2,4,2,3,2,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1
283,C2,T3,L,1,3,L,1,3,R,1,2,,,,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,3,3,4,2,3,2,2,4,1,2,1,1,4,1,2,2,1,4,2,2,3,1,4,2,2,2,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1
283,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,C2,T1,R,1,1,,,,R,1,1,R,1,1,2,2,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,1,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
284,C2,T2,L,1,1,R,1,1,R,2,2,R,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,3,2,3,2,3,4,2,3,2,3,4,2,3,4,3,4,2,3,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2
284,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2
284,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,C2,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,3,1,2,2,2,4,1,2,4,3,3,1,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,
285,C2,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,3,1,2,2,2,4,1,2,4,3,3,1,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,
285,C2,T1,L,1,2,L,2,2,R,1,1,R,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,3,1,2,2,2,4,1,2,4,3,3,1,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,
285,C2,T1,L,1,2,L,2,2,R,1,1,R,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,2,2,3,1,2,2,2,4,1,2,4,3,3,1,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,
285,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,3,4,2,2,2,4,4,2,2,2,2,4,2,2,2,4,4,2,3,2,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2
285,C2,T2,L,2,2,L,1,2,R,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,3,4,2,2,2,4,4,2,2,2,2,4,2,2,2,4,4,2,3,2,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2
285,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2
285,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2
285,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,C2,T1,R,2,3,R,2,2,L,2,3,L,2,3,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,4,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,4,2,3,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1
286,C2,T2,L,2,3,L,2,3,R,2,3,R,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,2,3,4,2,3,4,2,4,2,3,4,2,4,2,3,2,2,4,2,3,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
286,C2,T3,R,2,3,,,,L,1,3,,,,2,2,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,4,4,2,3,3,2,4,2,2,2,2,4,2,2,3,1,4,2,3,3,3,4,2,2,3,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
286,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,C2,T1,L,3,2,L,3,2,R,3,2,R,3,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1
287,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,C2,T1,L,2,2,L,2,2,R,2,1,R,2,1,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,4,2,2,1,2,1,1,1,1,2,4,2,2,2,1,1,1,1,1,2,3,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1
288,C2,T2,R,3,3,R,2,3,L,1,2,L,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,3,4,2,3,2,3,4,2,1,4,3,4,2,2,2,3,4,2,3,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2
288,C2,T3,L,2,2,L,1,1,R,2,3,R,4,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,3,3,2,2,4,3,4,2,2,4,2,4,2,2,2,3,4,1,1,1,3,4,2,2,4,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2
288,C2,T2,,,,,,,,,,,,,1,2,2,1,2,1,1,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,C2,T1,L,2,2,L,2,2,R,1,1,R,1,1,2,2,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,4,2,3,2,1,3,2,3,2,1,4,2,3,2,1,3,2,3,2,2,3,2,3,2,3,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
289,C2,T2,L,2,2,L,2,2,R,2,2,R,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,2,4,2,1,2,1,4,2,2,2,2,4,2,2,2,1,4,2,3,1,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,1,2,1,1
289,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,2,1,3,2,2,2,3,2,2,2,1,2,1,1
289,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,C2,T1,,,,L,3,2,R,1,1,R,1,1,2,2,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,2,2,2,2,1,2,3,1,4,2,2,1,4,3,2,2,1,4,3,2,3,2,3,3,2,3,4,2,4,2,3,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2
290,C2,T2,L,3,2,L,2,2,R,2,2,R,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,1,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2
290,C2,T3,R,1,2,L,2,2,R,2,2,R,1,2,2,3,2,1,2,2,2,2,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,3,4,2,3,2,2,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3,4,2,3,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2
290,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,C2,T1,L,3,2,L,3,2,R,1,1,R,3,2,2,3,2,1,2,3,2,2,2,1,2,3,2,3,2,1,2,2,2,2,2,1,2,3,2,3,2,1,2,2,3,3,1,2,1,3,3,1,1,2,3,3,2,1,1,3,4,2,1,1,3,4,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
291,C2,T2,L,3,2,L,3,2,R,3,2,R,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,3,4,2,3,1,3,4,2,3,2,3,4,2,3,1,3,4,2,3,1,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
291,C2,T3,L,4,3,L,2,2,R,4,3,R,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,4,4,1,1,3,4,4,1,1,3,3,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
291,C2,T2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,C2,T1,L,1,1,L,1,1,R,1,1,R,1,1,2,3,2,1,2,1,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,2,1,2,3,2,1,2,3,2,1,2,1,2,1,2
292,C2,T2,R,2,1,R,1,2,L,1,1,L,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,1,3,4,2,3,1,2,3,2,3,1,2,4,2,3,1,2,4,2,3,2,3,1,1,1,3,2,1,2,3,2,1,2,3,2,1,2,3,2,1,2
292,C2,T3,R,1,3,R,1,2,L,1,1,L,1,1,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,3,4,2,3,2,3,3,2,3,2,2,4,2,3,2,3,4,2,3,3,3,4,2,2,2,3,1,1,1,3,2,1,2,3,2,1,2,3,2,1,2,3,2,1,2
292,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,1,2,3,2,1,2,1,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,C2,T1,L,2,2,L,1,1,R,1,2,R,1,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,1,2,1,2,3,2,2,2,3,2,2,2,1,1,2,2
293,C2,T2,L,1,1,L,1,1,R,1,2,R,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,3,4,2,3,4,3,4,2,1,4,3,3,2,3,4,2,4,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
293,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2
293,C2,T2,,,,,,,,,,,,,2,2,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,C2,T1,L,1,2,L,2,2,R,2,2,R,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,3,2,2,2,2,3,2,2,1,2,3,2,2,2,2,4,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1
294,C2,T2,L,1,2,L,2,2,R,2,2,R,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,3,4,2,2,2,3,4,2,2,4,2,4,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,C2,T3,L,4,3,L,4,3,R,3,2,R,2,2,2,3,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,3,,,,,,,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,3,4,2,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,C2,T2,,,,,,,,,,,,,2,2,2,1,2,3,2,2,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,C2,T1,R,1,2,R,1,1,L,1,2,L,1,1,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,1,2,3,2,1,2,2,2,3,2,2,2,2,4,2,3,2,2,4,2,3,2,3,3,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1
295,C2,T2,L,2,2,L,1,2,R,2,3,R,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,3,3,2,2,1,3,4,1,2,2,2,4,2,3,1,1,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,C2,T3,R,1,3,R,1,1,L,2,2,L,1,1,2,3,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,3,2,4,2,2,2,4,3,2,2,2,3,4,2,3,2,1,3,1,2,2,3,4,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,C2,T2,,,,,,,,,,,,,2,2,3,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,C2,T1,,,,,,,,,,,,,2,2,2,1,2,2,2,3,2,1,2,1,1,1,1,1,2,1,2,3,2,1,2,1,2,3,2,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1
296,C2,T2,,,,L,1,1,R,2,2,R,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,3,4,2,2,2,3,3,1,2,2,1,1,1,1,1,4,4,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1
296,C2,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1
296,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,1,2,2,1,3,3,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,C2,T1,L,4,3,L,4,3,R,2,2,R,3,2,2,3,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,1,2,3,2,1,2,1,2,3,2,1,2,1,1,3,1,1,1,3,4,2,2,4,1,4,1,1,1,1,3,2,3,2,1,4,1,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,1
297,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,3,3,2,2,1,4,4,2,2,1,3,4,2,3,2,3,4,2,3,4,3,1,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,1
297,C2,T3,L,3,2,,,,R,3,2,R,2,2,2,3,2,1,2,3,2,2,2,1,2,3,2,3,2,1,2,3,2,2,2,1,2,2,2,3,2,1,2,3,3,4,2,3,2,3,4,1,2,2,3,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3,1,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,1
297,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,C2,T1,R,2,2,R,3,2,L,2,2,L,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,2,1,2,2,1,1,1
298,C2,T2,R,2,2,R,2,2,L,2,2,L,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,3,3,2,3,2,3,3,1,1,1,3,3,2,3,4,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,C2,T3,L,3,2,L,1,2,R,3,2,R,3,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,3,3,2,3,1,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,2,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,C2,T1,L,1,2,L,2,2,R,2,2,R,2,2,2,3,2,1,2,3,2,2,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,2,2,3,2,1,2,3,1,4,2,3,1,1,3,2,3,1,1,3,2,3,1,1,3,2,3,1,1,3,2,3,1,3,2,2,2,1,2,2,2,1,2,2,2,3,2,1,1,3,2,1,1
299,C2,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,4,2,2,2,3,4,2,2,2,2,4,1,2,2,3,4,2,3,2,3,2,2,1,3,2,2,2,3,2,2,1,3,2,2,1,3,2,2,1
299,C2,T3,L,1,1,L,1,1,R,2,3,,,,2,2,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,1,4,2,3,3,1,4,2,3,2,2,4,2,3,3,4,3,2,3,3,4,4,2,3,2,3,2,2,1,3,2,2,2,3,2,2,1,3,2,2,1,3,2,2,1
299,C2,T2,,,,,,,,,,,,,2,2,2,1,2,2,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,C2,T1,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,4,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,3,2,1,2,2,2,1,1
300,C2,T2,R,1,1,R,1,1,L,2,2,L,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,1,4,2,2,2,1,4,2,3,2,1,1,2,3,2,1,1,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2
300,C2,T3,L,1,2,L,1,2,R,1,1,R,1,2,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,2,3,4,2,3,2,1,4,2,2,3,2,4,2,2,2,3,4,2,2,2,2,4,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2
300,C2,T2,,,,,,,,,,,,,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
